Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Congo, Rep.",COG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,18.92249994,20.11347389,20.96906485,22.59917839,23.47058988,24.18068915,26.60537349,28.07293981,27.77965288,28.61217947,29.67382157,32.14061189,34.52794393,37.23444398,40.25555043,43.59869521,47.38120959,54.26310828,53.81362358,63.01661308,75.710685,96.75002335,102.5983089,109.1013709,122.3150685,125.3711596,88.79705436,95.56918088,89.61870633,101.0397682,100,98.5193643,96.97333104,95.87672887,131.1141359,135.5666795,159.9577335,167.8988634,137.304182,177.6102941,261.158324,224.7914838,220.8825227,211.4916207,247.0375214,299.7292756,355.2372583,359.2246293,449.1302035,356.4869727,430.3584712,476.2789542,470.7067861,453.4871855,427.7791611,300.7669655,327.7551934,319.7242931,
Colombia,COL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.031872166,0.034495044,0.036788287,0.045330755,0.052737746,0.057275555,0.065939827,0.073015291,0.079201421,0.08588971,0.096098393,0.106484131,0.120297583,0.144550898,0.181233797,0.222567722,0.279228029,0.360630866,0.422298496,0.523821697,0.668479961,0.820665289,1.023915008,1.232820042,1.506262322,1.881073229,2.429762093,2.997766036,3.829647797,4.77502761,7.274090987,9.238515562,11.33236829,14.14750743,17.27359419,20.52983205,23.99288188,28.03324791,32.17461235,36.23599463,48.43860008,51.59604518,54.67539548,58.40918636,62.66314691,65.52048611,69.30987031,72.86552096,78.50635374,81.83860599,84.90063434,89.98693706,93.29928571,95.62180728,97.60927162,100,105.2885793,111.1238227,
Comoros,COM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,29.61747046,33.93200117,36.14766104,41.64480438,44.20998428,47.33622911,50.83545395,52.47399269,53.49057459,56.67896333,57.91224787,62.61408834,58.37853998,60.0323011,65.68549443,71.15116767,73.42708031,74.10581568,75.10376489,79.46831536,75.92400901,82.47623883,85.91603897,90.30792012,93.36787912,93.66281113,96.57643986,100,103.1092199,104.1669113,105.8892482,109.160068,113.7865873,115.7430501,116.7171594,118.8691014,120.8924686,120.4868961,
Cabo Verde,CPV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,37.78534244,41.40441317,48.60602713,53.74067942,58.45190654,60.59513797,71.31647564,76.28180335,80.40987542,83.29245611,85.24592268,89.33126445,85.65452814,127.9285384,90.60863377,89.20700944,88.7198179,87.97874886,87.68314864,94.35765848,86.90236226,91.3824702,91.05056089,95.53124983,89.48168856,87.87559677,91.95282315,100,103.5459326,105.7976644,106.3320336,109.1779158,109.7816653,111.3497986,111.1863658,113.116857,112.8547802,113.4748834,
Costa Rica,CRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.128707958,0.129372366,0.133471925,0.133384113,0.136386825,0.137252199,0.140064659,0.143255052,0.14610945,0.15278382,0.163963736,0.167970271,0.178742354,0.205268472,0.252917498,0.314985702,0.367278941,0.429491506,0.463457762,0.505864,0.601116069,0.848187689,1.562123292,2.014069112,2.350308008,2.833183833,3.344571348,3.683857484,4.377869468,5.04542099,5.981240645,9.818214444,11.75160485,12.97109946,15.00211198,18.18526904,20.95999844,24.02133496,26.93966365,30.01105807,32.8364754,36.04099613,39.59499993,43.84058745,49.73533858,56.25220598,63.58608646,70.28505737,78.30999021,86.00574615,91.657023,95.82594358,100,104.0132442,110.0434661,114.199714,116.4876736,118.8133988,
Caribbean small states,CSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,39.36641095,44.03415826,47.09834286,48.62976618,54.39671235,56.75165821,57.04857944,54.65600516,59.75060894,61.50011515,64.81824843,63.17384336,61.7666147,62.75278287,64.37455937,62.98565561,60.5203586,60.88982655,61.64073231,62.0258907,65.28924312,60.46577604,62.73065552,74.63410594,94.24946534,104.153828,101.3712368,100.0001023,101.2992092,105.1375334,106.9681497,107.4547897,112.3259041,115.6659267,116.3668374,116.8091253,128.9170467,133.5448793,133.0847737,133.928764,135.5386528,141.3990285,145.5194779,149.3871386,154.5607849,159.8770642,166.7944505,173.7019567,
Curacao,CUW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58446833,59.32852303,61.39242864,62.60588382,64.20481205,65.27481082,68.14672223,73.12265466,96.80679332,100,101.2627882,102.6425492,103.2935971,104.6591412,105.8165335,107.3385904,109.1435253,109.7125573,110.1060233,112.1956428,
Cyprus,CYP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,15.76268178,17.02822722,18.54320913,20.59650689,23.30220924,26.60025094,29.89571674,32.99070083,34.65495107,37.49039136,39.6152375,41.25953486,42.85291567,44.22150609,46.32279882,48.83957436,50.7384599,53.80376432,56.38803078,59.36023388,67.36627107,69.14542853,70.69212676,72.08167545,73.74097803,75.76398776,78.53720045,78.77003234,83.0139088,85.26294933,86.98487685,89.66942288,93.38015251,97.78410938,98.04858762,100,101.8248606,103.5603706,102.3252705,100.6528439,99.47833633,98.89113696,100.4218855,
Czech Republic,CZE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32320161,35.85019699,40.28029998,48.74270882,54.75851766,59.74557665,65.70417436,71.20018786,78.27914111,80.62605528,82.05015647,86.06134752,88.39830801,89.4202537,92.88295775,92.9513753,93.59359871,96.88635904,98.8765406,101.4460625,100,100.0209526,101.4812332,102.9343408,105.4870886,106.716961,108.0359006,109.4444992,
Germany,DEU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,34.73864112,37.38618984,39.08047856,41.54235866,44.56468581,47.08999884,48.64688577,50.15528863,51.93371583,54.15551325,57.10763286,59.49201288,62.21737683,63.96440253,65.2367481,66.62285004,68.62123116,69.49935207,70.67421171,72.70896944,75.17863393,77.49795474,81.59511902,84.96950802,86.8083984,88.52332036,89.07400339,89.30774915,89.85084963,90.1365553,89.731132,90.87699828,92.10433908,93.21591502,94.23544343,94.82035751,95.1086544,96.72301659,97.53432121,99.24799358,100,101.0704769,102.6272595,104.6442859,106.52201,108.6663473,110.110752,111.8036706,
Djibouti,DJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.8403689,103.2285856,102.532778,102.9929914,
Dominica,DMA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,26.62642188,29.99986363,35.3874702,41.30067192,42.0267223,44.00822878,47.29101149,50.21260694,54.19657991,57.25406856,60.51404082,63.2364824,68.55303385,70.75169423,76.16611577,79.50655552,81.63742942,87.87449784,88.56341455,91.45460357,92.77613197,95.13263389,97.54519153,95.80653925,97.80328666,98.57667487,95.50176561,99.12308292,97.68730228,100,101.5251689,103.0567132,111.3052154,111.6354574,113.5172241,111.2908237,115.6532324,115.5495634,122.4896769,127.1283068,121.2929012,
Denmark,DNK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.951447678,8.293886742,8.844261161,9.354883235,9.786239822,10.51399059,11.23237568,11.93439957,12.76970719,13.66024735,15.12686434,16.25312194,17.81368612,19.70553786,22.31970378,25.3007107,27.67392421,30.13022338,32.82830076,35.14886644,38.2456907,42.33559396,46.63035423,50.07444393,53.05849854,55.3352552,56.61655234,59.30849926,61.64802853,64.70901833,66.39301581,68.15872535,69.28733465,69.68916817,70.78013881,71.68784945,73.13178622,74.60456221,75.52384852,76.79623764,79.11391311,81.10628892,83.01039079,84.2404382,86.00594046,88.50559639,90.34315426,92.540536,96.36683235,96.87663487,100,100.6386455,103.0289949,103.944072,105.0169094,105.7531997,105.7040835,107.3481429,
Dominican Republic,DOM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.504470849,0.502362462,0.540743903,0.579625569,0.591833967,0.585579115,0.571767001,0.581980518,0.605449045,0.622586183,0.635733375,0.64326198,0.694899078,0.726213987,0.854820511,0.999685138,1.028348625,1.137110434,1.149028021,1.276694044,1.453955408,1.559254047,1.676385605,1.786966675,2.219131887,3.070552634,3.358793733,3.843230832,5.516414868,6.818774797,10.25947831,20.82278504,21.98225811,23.07780177,25.41693907,27.87028013,28.89304607,31.62382402,33.68085929,34.97223544,37.49295122,39.75780248,42.50930834,56.73357783,82.35804149,87.11936728,92.90517771,100,110.3916875,114.2533505,120.4726326,130.1836366,136.8206347,143.2413797,146.1730243,147.1097055,148.392346,153.8422529,
Algeria,DZA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.609895037,1.665786089,1.704953369,1.714319221,1.743380066,1.769553979,1.801721189,1.82536051,1.882714365,1.9188829,2.013684268,2.359070665,2.250400995,2.467060863,3.673369509,3.890613394,4.312378946,4.826720671,5.313501294,6.056745243,7.623143045,8.717368959,8.886467977,9.491173985,10.29161267,10.80336583,11.06322386,12.04143637,13.13250652,15.2352012,19.84531191,30.51982819,37.21164067,42.28151261,54.57598173,70.17218052,87.0288744,93.12260403,90.2068527,100,122.6547675,122.064175,123.6650321,133.9648895,150.3700635,174.604934,193.0494313,205.4495015,236.9972588,210.477755,244.3261921,288.8935121,310.5066111,310.3145809,309.4142607,289.2625218,293.6339896,306.6389612,
East Asia & Pacific (excluding high income),EAP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,20.87508223,18.51193045,16.66189157,19.60861798,22.45731512,23.12981701,23.61951085,23.73127541,23.54729978,27.11429245,23.33554145,21.1235724,23.26754018,24.9422177,38.03178352,40.15237071,43.96432179,52.47613018,53.67777964,61.52249779,74.83331603,86.42607867,78.49028573,67.7804234,65.12251243,63.53343219,54.83543569,50.06419676,44.24984048,46.62516236,49.33577642,52.73467612,55.00397022,56.45704909,64.93052914,68.32156059,69.33965761,74.19771401,71.39105249,52.6152108,48.55643831,62.35339991,69.8889794,77.29237981,80.58646178,86.81797998,93.76420914,100,113.8473189,114.5936308,123.148137,130.1215933,136.608484,140.8365836,145.1049222,141.4903285,144.1809748,146.9873107,
"Egypt, Arab Rep.",EGY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.293050192,1.313867931,1.319071201,1.331145598,1.342624001,1.415992464,1.454949215,1.496153571,1.523105747,1.535386704,1.727558371,1.750478401,1.8099788,1.943059574,2.126192549,2.331665229,2.600582685,2.921440422,3.200368501,3.952450799,4.698588893,4.346090055,5.420915457,6.110014879,6.613935461,7.379567392,8.329699361,9.368360605,10.62536548,12.65878469,14.90483936,17.30828512,20.48449057,22.21114987,24.08774139,26.83368164,28.74093049,31.57946453,32.33032361,32.62758006,33.9145446,34.5479665,35.6416097,38.05721752,42.49845992,45.13877428,48.46097801,54.56499671,61.22410044,68.07234807,74.95232814,83.69400044,100,108.7126746,120.940268,132.9507127,141.2543663,173.6476005,
Euro area,EMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88534454,52.15384998,57.59461655,63.24467169,68.98402134,71.67243314,78.20119926,80.01434203,100,115.0772699,133.6607154,162.8961121,203.2931843,218.7916252,243.7207512,261.4836275,303.5203111,393.0724828,438.5657384,497.0741384,,,,,,,
Spain,ESP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.572236581,2.63567796,2.796344715,3.015728435,3.20434173,3.498015377,3.783934176,4.106995847,4.349765715,4.573050091,4.974060813,5.364326686,5.821256002,6.51105128,7.549245532,8.816143446,10.2699186,12.67134086,15.28557055,17.87366703,20.26066435,22.76309796,25.85485554,28.9275101,32.07040704,34.82701228,38.61577904,40.91117753,43.33971666,46.32850764,49.72265047,53.17098564,56.73916883,59.3135618,61.61483428,64.65437399,66.89834712,68.4917507,70.22648225,72.09790396,74.45988499,77.49774828,80.68676923,83.84881016,87.13675317,90.75248515,94.36280063,97.50615725,99.58834409,99.83983834,100,100.0289682,100.096938,100.4508912,100.2550281,100.8674618,101.1532235,102.1190594,
Estonia,EST,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.03503574,43.67394418,48.11557346,51.91344709,55.77873688,57.87631253,61.53754865,64.64393164,67.4193503,70.70092319,74.99367461,81.65154184,91.05000914,97.8722111,98.29373474,100,105.2608964,108.5868798,112.4479505,114.103241,115.5251871,117.3651479,122.0330896,
Ethiopia,ETH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,6.259098629,6.526395409,6.702795935,6.519542839,8.591959677,8.138892286,7.640833424,7.87811979,8.318091659,8.590207597,10.22958773,11.81847043,13.39941116,13.79215886,15.54464147,15.5818146,15.61401529,15.59057134,15.93710655,17.44550889,16.44146135,15.84604464,17.86926419,18.56819588,20.40190028,22.75879916,26.67799626,34.76454327,43.15893427,43.78239628,52.56596593,70.19732947,73.63838803,81.7251999,90.58138615,99.99998676,106.3243207,
European Union,EUU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.893223193,7.261443875,7.55000966,7.93857922,8.508233278,8.935626505,9.357731528,10.04665375,11.2586586,11.72592962,12.56412118,13.48935519,14.60142712,16.6123419,20.27891796,23.03036017,26.05302155,28.50686763,30.63182395,33.17579065,36.37247173,40.61107439,44.29357381,47.92611015,51.97967373,54.69637109,57.31459997,59.76517704,64.35422745,68.55891364,72.12540517,73.24966307,73.93027977,75.26375845,76.65050921,79.86709887,79.78735879,81.47772088,84.01284109,84.80869716,86.1914973,89.06462931,89.92880361,90.12093897,90.6686424,91.50607305,92.34102423,94.89429009,97.81407796,99.65045358,100,102.5840238,105.613909,108.3088756,110.142426,112.2047054,113.0921308,114.1466653,
Fiji,FJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.090353535,6.127442493,6.213381395,6.153156986,6.346411812,6.851010867,7.021113021,6.7684781,6.99123784,7.445265033,7.953872516,8.221063824,9.431646049,10.94046902,14.18384903,17.63316944,19.02820833,19.02211364,19.86515177,21.48244337,25.20142048,25.44794356,28.5293252,30.47683678,31.39342652,33.97505717,35.00907788,37.57874783,40.33252434,41.48131421,44.25204589,46.90412881,49.84273441,53.44972223,53.89956082,54.52312718,56.102112,58.03797881,62.38361822,66.63262544,63.52319699,65.65825344,67.83746093,73.17886863,74.81742599,79.91828183,82.89532334,85.34492622,86.50219202,87.7051735,91.41491408,100,103.5765143,107.327326,111.462288,116.0627659,123.6475301,127.3504441,
France,FRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,10.26885495,10.61769521,11.11384332,11.82671334,12.31715495,12.65397823,13.02013196,13.43437519,14.00526289,14.92576362,15.94985801,16.88631257,18.03021071,19.45355305,21.75737572,24.754823,27.42694378,29.83743387,32.60599441,35.96459904,40.16402517,44.85611974,50.27982444,55.12359873,59.01322697,62.23138222,65.3683646,66.96365176,69.10813198,71.37209598,73.27563508,75.14877334,76.62674383,77.85823456,78.58831609,79.48904062,80.58842201,81.29532716,82.09356929,82.2722407,83.58918313,85.29241442,87.07047175,88.69262491,90.16981272,91.96601983,94.0164432,96.47966925,98.82221299,98.95736517,100,101.0601742,102.3674296,103.1640384,103.7680734,104.9964086,105.186447,106.2336428,
Faroe Islands,FRO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,67.31253749,69.17605216,72.08092486,75.48855388,79.22497309,83.26653307,85.78998073,88.37416481,90.68517689,92.8842842,94.46102635,95.07180461,98.03108753,97.13961334,98.19070763,99.32888877,99.35004253,98.95931845,100,102.0871287,103.5377494,106.9339835,112.0535227,117.9534248,122.4298834,124.0486571,132.93638,133.9944857,137.7959368,130.1554822,135.2855091,133.6861906,
Gabon,GAB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.50015697,5.680476646,5.758919518,4.587393625,6.126032659,5.938630752,6.184159053,6.569106541,6.99352831,7.340346114,7.309502019,7.784924134,7.218417648,9.727370279,16.09008871,16.79358684,19.25635546,21.14264643,21.74713035,25.8753916,35.39264576,39.08836944,45.69572249,47.03225022,52.68092559,52.0086897,41.18577808,41.59486951,42.68263125,45.98115557,53.04300646,47.01408396,47.11463155,46.87459156,68.6953903,69.61530091,79.05699914,79.80530276,65.61081121,78.20240237,100.1689439,100,100.8558078,100.6368293,108.4515594,130.2443286,143.0970177,149.1519701,179.6967409,147.2173904,171.6029503,193.3643113,187.6757214,176.1187914,174.619333,159.030764,152.2405417,159.3084397,
United Kingdom,GBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.508722279,5.694716385,5.906425358,6.02294704,6.267152409,6.567714666,6.851351846,7.049207289,7.345775228,7.746240561,8.428122722,9.102950621,9.759138572,10.58186098,12.17278528,15.3106417,17.62466129,20.04395677,22.34101946,25.48548602,30.5059731,34.02954276,36.54850334,38.42079097,40.35056168,42.55498635,44.41111728,46.86564762,49.73284321,53.68386369,57.91861431,61.62612966,63.68991522,65.40691622,66.29671763,73.46186809,76.4610019,77.17405361,78.06742448,78.70691941,80.32096167,81.01303531,82.81923089,84.81601068,86.9432088,89.24341392,91.94498659,94.31684011,96.97882689,98.45416501,100,102.011155,103.6060658,105.5785089,107.389549,107.8795375,110.0094492,112.1695462,
Georgia,GEO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,3.13E-05,3.14E-05,3.16E-05,3.16E-05,3.28E-05,3.27E-05,3.36E-05,3.32E-05,3.32E-05,3.38E-05,3.41E-05,3.42E-05,3.47E-05,3.48E-05,3.58E-05,3.61E-05,3.74E-05,3.87E-05,3.77E-05,3.82E-05,3.64E-05,3.85E-05,3.94E-05,3.86E-05,4.08E-05,4.99E-05,8.09E-05,0.001140789,0.177328692,10.89080991,28.61289421,40.92577596,43.6014942,46.62579475,51.16090504,53.55504856,56.43466346,59.77540425,61.82245207,67.0343056,72.35572472,78.46815307,85.89449276,94.13688293,92.12571212,100,109.4537218,110.6262041,109.7829118,113.9332371,120.6402203,125.6940269,133.3523126,
Ghana,GHA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.000431671,0.000446653,0.000455319,0.000486033,0.00053432,0.000625189,0.000676158,0.000649934,0.000731933,0.000812715,0.000836196,0.000879528,0.001015613,0.001227698,0.001529328,0.001979922,0.002535264,0.004240249,0.007348635,0.010137403,0.015320266,0.02690753,0.034412195,0.076760261,0.10386617,0.125312888,0.177575624,0.247187927,0.32975575,0.423057867,0.554910565,0.666122185,0.740395359,0.975524286,1.269439287,1.815873624,2.53927669,3.033373401,3.550517011,4.046565601,5.148450019,6.941034476,8.524880297,10.97189667,12.54638042,14.42378544,26.07165293,30.92825136,36.93150874,42.71740896,49.80663841,56.73714354,65.36418436,100,122.164,138.7641355,159.9248068,176.4814261,
Gibraltar,GIB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,4.022379794,5.118880128,6.227303958,7.616962545,8.933111303,11.23952188,14.18654853,14.28213143,14.4860805,15.34819616,15.5854744,15.80898984,16.33458191,17.025155,18.09776087,18.41491079,18.49460544,21.43722599,24.97899515,31.82095308,63.8412662,72.52893594,84.64206079,86.13673779,100,108.9992872,121.5497468,126.825365,130.12931,134.011276,143.573114,163.6516639,
"Gambia, The",GMB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,0.939101951,1.019392491,0.930847905,0.997203127,1.087640841,1.143799636,1.179906859,1.167570836,1.41202777,1.596277429,1.782933198,2.185794117,2.327004229,2.57359555,2.569025239,2.609192639,2.987197294,3.067346548,3.34345701,4.661418021,6.550074929,7.761708569,8.515071599,9.684750576,10.84348579,25.37764656,25.87251846,27.20296688,28.23053073,29.3493774,31.80550048,29.90699217,31.52550517,30.75770319,31.43959613,32.00721844,35.33319886,39.88904067,46.60888537,48.28368913,49.21663844,51.33082456,52.36295924,55.07490351,57.44241431,59.57688391,62.22887113,100,107.9089758,114.954566,122.2852146,128.2733792,
Guinea-Bissau,GNB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,0.02898467,0.029508503,0.030976372,0.034208417,0.037261322,0.039945272,0.04054992,0.041793114,0.044441076,0.04634316,0.051689694,0.052628917,0.061334948,0.075630325,0.120556115,0.159512022,0.339592824,0.65970476,1.18446585,2.360087557,3.073920529,5.160939412,8.514579231,12.69173689,15.64249982,22.63939597,31.52167172,42.28260142,45.69685153,51.32033635,92.83832243,99.1227163,100.9037676,95.84664647,94.51746999,100,97.72729571,102.0087582,114.7345615,111.9142048,115.232856,131.4018397,130.284224,129.0697803,128.8784251,144.4752775,153.2830678,162.385931,
Equatorial Guinea,GNQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,8.380426676,9.590797305,13.4672064,16.80030953,21.10743374,32.24683686,31.3041297,31.77937981,33.04324082,31.4585328,34.71528586,35.94841188,30.4038365,29.58502609,36.84115218,39.67085995,39.99663561,34.73820847,23.77277512,33.08162941,54.49702958,47.97290273,47.21354432,47.51364395,55.55426555,88.51408391,100,103.0376539,123.4803645,97.75911939,122.1075279,142.9208861,149.8593836,148.2518814,146.3633857,116.8085926,109.397902,123.2939852,
Greece,GRC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.917859651,0.931556764,0.974468005,0.988069473,1.024809409,1.065873705,1.117618044,1.144886058,1.164804202,1.204288959,1.30052217,1.339213657,1.406798504,1.700965367,2.088452851,2.362458028,2.750715898,3.129060415,3.560496698,4.277962084,5.101018491,6.203452354,7.891582303,9.518211565,11.6044564,13.81231485,16.42035613,18.92490042,22.08154923,25.28314708,30.5143813,36.55248868,41.96182359,48.01638903,53.38552826,58.61295165,63.0884608,67.22288752,70.65365375,73.21324738,74.37929313,76.96378911,79.54113042,82.28814246,84.80834978,86.70832776,89.73882077,92.8102816,96.84250153,99.33113216,100,100.7983561,100.4250071,98.06270963,96.26611134,95.27998875,94.36882125,95.00062503,
Grenada,GRD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,29.83546376,34.98902885,38.35552905,41.82642185,42.95937185,44.74803011,45.37158707,48.37174163,52.60334277,54.88372602,57.66048607,61.55917055,67.09727407,67.10796408,71.58400464,74.45565463,75.85797091,78.27841891,80.66837696,82.82471085,84.30288944,85.76796665,86.72984525,89.21294654,91.12582997,91.46495171,91.39445775,93.25081446,95.54969913,100,102.3194437,110.3491964,110.3382721,110.8675727,111.1165315,115.4795475,118.8548648,119.773984,123.0801384,126.3383397,127.6456098,
Greenland,GRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,12.76163292,14.222552,15.03323653,16.18526241,18.70265493,21.77472571,24.647681,26.36860852,28.81488841,30.9767161,34.55739237,39.71570718,44.88544897,49.24702656,53.61564643,57.59589135,59.97436386,62.74561615,66.73011239,70.30007931,73.88017057,76.26300933,77.44179001,78.2487462,78.61524324,80.23147224,81.01782186,81.42024035,82.21687775,83.08875183,84.84200194,87.72854475,90.45083489,96.35909803,95.84107562,92.74624395,94.82226024,94.77720512,92.86901378,98.01268988,100,102.8840457,106.4287424,107.3775129,108.3124214,114.953119,114.7030302,,
Guatemala,GTM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.513720568,3.475759559,3.565625399,3.594340909,3.533935315,3.470428756,3.435625239,3.448941627,3.513486102,3.573083278,3.751779657,3.704162494,3.653657742,4.183466424,4.839403506,5.47414408,6.103413619,7.107599995,7.498230812,8.142118126,8.956727707,9.722358469,10.20633306,10.87596807,11.32446041,13.45116408,19.02836546,20.5503559,22.94556111,25.44866871,35.76333456,47.55631275,51.77046065,59.27943028,66.22833003,71.96888129,78.37411497,84.84573174,92.90814239,97.59216029,104.2578167,100,106.4495028,111.1929277,117.9500491,124.5960302,130.8182028,140.1533748,153.3848301,158.8197135,166.9860548,178.5632533,184.4960314,190.7069702,196.4591075,202.8065589,210.3080433,217.919468,
Guam,GUM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.90563867,81.18586089,82.64409685,86.85844371,90.66064127,93.38313767,96.95761645,100,100.2868265,100.8389605,104.2719615,105.1014379,107.2216844,109.9345399,111.254081,112.3059229,
